instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
grid16,4002.897243,3.737598,1.474301,5.211899,464164,14997,30936,30936,1
grid14,1002.423559,3.318758,1.663654,4.982412,403952,13811,28222,28222,2
grid17,1.526316,4.087288,0.603779,4.691067,469305,16346,34171,34171,1
grid16,4002.686717,3.656601,0.880703,4.537304,464198,15031,30987,30987,2
grid18,1002.035088,3.209797,1.651931,4.861728,403718,13802,28362,28362,2
grid13,6.591479,3.519699,3.280349,6.800048,443228,14991,31179,31179,2
grid17,1.368421,3.723544,0.572282,4.295826,469339,16380,34222,34222,2
grid20,2.020050,3.421531,1.463720,4.885251,441706,14900,30713,30713,0
grid19,3008.478697,3.513858,1.721817,5.235675,439578,14645,30387,30387,0
grid21,4005.456140,3.402285,1.526658,4.928943,434259,13719,28573,28573,0
grid1,1000.947368,3.686657,0.877476,4.564133,448379,15537,32444,32444,0
grid23,1001.771930,2.985141,1.033517,4.018658,362336,13478,27408,27408,0
grid25,2003.483709,3.419811,2.054572,5.474383,442938,15076,31423,31423,0
grid20,2.230576,3.657525,1.350186,5.007711,441718,14912,30731,30731,1
grid1,1001.052632,3.602840,0.838189,4.441029,448419,15577,32504,32504,1
grid21,4005.140351,3.332266,2.308729,5.640995,434301,13761,28636,28636,1
grid24,2.699248,3.229604,0.813630,4.043234,407024,15015,31103,31103,0
grid19,3008.110276,3.452453,2.986976,6.439429,439618,14685,30447,30447,1
grid20,2.230576,3.767481,1.681338,5.448819,441728,14922,30746,30746,2
grid25,2003.378446,3.454203,1.309494,4.763697,442968,15106,31468,31468,1
grid1,1000.947368,3.619965,0.863522,4.483487,448457,15615,32561,32561,2
grid23,1001.614035,2.998360,1.261644,4.260004,362372,13514,27462,27462,1
grid22,3001.250627,3.781799,1.119973,4.901772,477276,15274,31409,31409,0
grid19,3006.471178,3.483621,2.279510,5.763131,439658,14725,30507,30507,2
grid24,2.751880,3.200791,0.723475,3.924266,407068,15059,31169,31169,1
grid21,4005.192982,3.327157,2.414048,5.741205,434341,13801,28696,28696,2
grid23,1001.456140,2.915165,0.901054,3.816219,362402,13544,27507,27507,2
grid25,1001.052632,3.539133,0.917397,4.456530,442996,15134,31510,31510,2
grid27,0.842105,3.462445,0.487292,3.949737,452606,14883,31026,31026,0
grid22,3001.408521,3.624009,1.182870,4.806879,477296,15294,31439,31439,1
